sit,14933,,,,,
time,14824,,,,,
car,14530,,,,,
other,14307,,,,,
hey,14067,,,,,
dog,13521,,,,,
try,13490,,,,,
read,13243,,,,,
alright,13125,,,,,
turn,12952,,,,,
way,12915,,,,,
ah,12884,,,,,
mm,12689,,,,,
another,12515,,,,,
uhhuh,12236,,,,,
house,12193,,,,,
else,11759,,,,,
mom,11504,,,,,
find,11335,,,,,
hi,10973,,,,,
again,10903,,,,,
call,10818,,,,,
ball,10684,,,,,
three,10589,,,,,
nice,10455,,,,,
open,10206,,,,,
name,10122,,,,,
water,10093,,,,,
help,10061,,,,,
maybe,10002,,,,,
any,9899,,,,,
mean,9889,,,,,
really,9868,,,,,
toy,9799,,,,,
please,9796,,,,,
happen,9766,,,,,
home,9706,,,,,
wait,9696,,,,,
talk,9679,,,,,
fall,9615,,,,,
from,9602,,,,,
hand,9360,,,,,
should,9327,,,,,
watch,9293,,,,,
kind,9270,,,,,
bear,9112,,,,,
away,8962,,,,,
remember,8869,,,,,
girl,8780,,,,,
fun,8680,,,,,
person,8609,,,,,
red,8530,,,,,
around,8480,,,,,
hold,8391,,,,,
color,8101,,,,,
hear,7948,,,,,
show,7933,,,,,
school,7870,,,,,
cookie,7800,,,,,
today,7724,,,,,
day,7608,,,,,
first,7554,,,,,
food,7523,,,,,
work,7504,,,,,
juice,7434,,,,,
cat,7381,,,,,
sleep,7294,,,,,
blue,7229,,,,,
use,7222,,,,,
man,7199,,,,,
real,7125,,,,,
milk,7086,,,,,
foot,7076,,,,,
pretty,7071,,,,,
mama,7067,,,,,
four,7035,,,,,
guy,7014,,,,,
green,6987,,,,,
truck,6960,,,,,
honey,6957,,,,,
shoe,6801,,,,,
much,6800,,,,,
still,6782,,,,,
ready,6745,,,,,
piece,6722,,,,,
sure,6703,,,,,
into,6642,,,,,
drink,6565,,,,,
chair,6534,,,,,
animal,6517,,,,,
bed,6504,,,,,
love,6495,,,,,
stop,6494,,,,,
as,6493,,,,,
our,6470,,,,,
pick,6458,,,,,
stuff,6445,,,,,
picture,6417,,,,,
horse,6407,,,,,
bring,6406,,,,,
five,6401,,,,,
by,6343,,,,,
head,6339,,,,,
bird,6298,,,,,
run,6279,,,,,
leave,6267,,,,,
walk,6212,,,,,
through,6206,,,,,
chi,6191,,,,,
stick,6186,,,,,
uhoh,6120,,,,,
hello,6086,,,,,
which,6073,,,,,
break,6073,,,,,
push,6055,,,,,
hat,6039,,,,,
throw,5990,,,,,
keep,5964,,,,,
minute,5937,,,,,
us,5921,,,,,
box,5903,,,,,
write,5882,,,,,
mine,5870,,,,,
eye,5865,,,,,
close,5732,,,,,
wow,5698,,,,,
thank_you,5691,,,,,
mouth,5678,,,,,
thank,5659,,,,,
duck,5630,,,,,
new,5609,,,,,
door,5590,,,,,
yep,5556,,,,,
stay,5537,,,,,
next,5536,,,,,
hair,5520,,,,,
story,5408,,,,,
fish,5356,,,,,
after,5338,,,,,
long,5323,,,,,
room,5315,,,,,
kitty,5304,,,,,
cup,5296,,,,,
start,5294,,,,,
finish,5288,,,,,
move,5217,,,,,
got,5210,,,,,
doll,5204,,,,,
their,5203,,,,,
hot,5188,,,,,
only,5155,,,,,
hurt,5141,,,,,
fix,5065,,,,,
lot,5054,,,,,
anything,5045,,,,,
jump,5026,,,,,
tape,5023,,,,,
night,5023,,,,,
spoon,4992,,,,,
feel,4966,,,,,
table,4954,,,,,
tree,4921,,,,,
pull,4879,,,,,
hungry,4875,,,,,
train,4868,,,,,
balloon,4854,,,,,
yellow,4848,,,,,
ask,4846,,,,,
yum,4833,,,,,
apple,4804,,,,,
old,4791,,,,,
egg,4767,,,,,
pig,4743,,,,,
paper,4716,,,,,
friend,4703,,,,,
ride,4694,,,,,
cut,4688,,,,,
last,4686,,,,,
hard,4665,,,,,
clean,4652,,,,,
light,4647,,,,,
bit,4608,,,,,
bad,4602,,,,,
nose,4596,,,,,
bye,4585,,,,,
dad,4561,,,,,
orange,4554,,,,,
cheese,4540,,,,,
top,4506,,,,,
many,4505,,,,,
wear,4494,,,,,
outside,4477,,,,,
before,4460,,,,,
might,4458,,,,,
buy,4377,,,,,
block,4304,,,,,
even,4298,,,,,
cow,4293,,,,,
mother,4216,,,,,
kid,4195,,,,,
drive,4190,,,,,
bite,4175,,,,,
stand,4146,,,,,
pretend,4031,,,,,
elephant,4011,,,,,
fly,4008,,,,,
guess,3996,,,,,
great,3995,,,,,
sing,3964,,,,,
catch,3960,,,,,
together,3949,,,,,
live,3895,,,,,
part,3874,,,,,
bunny,3859,,,,,
wash,3834,,,,,
under,3826,,,,,
phone,3816,,,,,
yup,3812,,,,,
page,3807,,,,,
different,3777,,,,,
bottle,3768,,,,,
draw,3766,,,,,
morning,3756,,,,,
face,3717,,,,,
kiss,3670,,,,,
six,3651,,,,,
never,3601,,,,,
than,3598,,,,,
cold,3549,,,,,
same,3546,,,,,
zzz,3545,,,,,
mark,3540,,,,,
floor,3486,,,,,
silly,3469,,,,,
inside,3462,,,,,
cry,3450,,,,,
out_of,3449,,,,,
bus,3443,,,,,
yet,3438,,,,,
fit,3431,,,,,
though,3402,,,,,
miss,3395,,,,,
happy,3383,,,,,
whoa,3378,,,,,
everything,3372,,,,,
hit,3343,,,,,
word,3342,,,,,
side,3338,,,,,
while,3328,,,,,
record,3325,,,,,
sound,3319,,,,,
laura,3297,,,,,
touch,3296,,,,,
suppose,3281,,,,,
chicken,3268,,,,,
cake,3266,,,,,
pop,3265,,,,,
cook,3260,,,,,
forget,3260,,,,,
finger,3252,,,,,
white,3222,,,,,
ooh,3212,,,,,
enough,3212,,,,,
noise,3209,,,,,
game,3206,,,,,
end,3199,,,,,
child,3192,,,,,
somebody,3186,,,,,
plate,3157,,,,,
ever,3155,,,,,
sorry,3155,,,,,
money,3150,,,,,
flower,3141,,,,,
tire,3137,,,,,
shirt,3137,,,,,
almost,3119,,,,,
yours,3099,,,,,
ross,3099,,,,,
pizza,3092,,,,,
probable,3091,,,,,
ma,3082,,,,,
nothing,3067,,,,,
fire,3059,,,,,
bag,3057,,,,,
tooth,3043,,,,,
swim,3038,,,,,
oops,3014,,,,,
place,3011,,,,,
job,3006,,,,,
uhuh,3002,,,,,
whole,2987,,,,,
build,2967,,,,,
moon,2964,,,,,
already,2943,,,,,
roll,2937,,,,,
coffee,2924,,,,,
letter,2899,,,,,
hole,2891,,,,,
frog,2891,,,,,
listen,2885,,,,,
ice,2879,,,,,
seven,2875,,,,,
scare,2871,,,,,
dinosaur,2870,,,,,
blow,2861,,,,,
eight,2848,,,,,
haha,2847,,,,,
small,2824,,,,,
rock,2815,,,,,
always,2803,,,,,
mouse,2792,,,,,
dinner,2785,,,,,
store,2779,,,,,
wheel,2777,,,,,
knock,2776,,,,,
taste,2768,,,,,
lady,2766,,,,,
black,2742,,,,,
boat,2703,,,,,
dirt,2680,,,,,
cream,2679,,,,,
pink,2672,,,,,
dress,2659,,,,,
sometimes,2642,,,,,
whoops,2641,,,,,
nope,2630,,,,,
sweetie,2630,,,,,
peekaboo,2618,,,,,
shake,2598,,,,,
ear,2584,,,,,
leg,2577,,,,,
monkey,2563,,,,,
ten,2563,,,,,
dance,2555,,,,,
yay,2550,,,,,
hide,2548,,,,,
byebye,2536,,,,,
pot,2533,,,,,
caterpillar,2527,,,,,
later,2527,,,,,
teach,2524,,,,,
paint,2516,,,,,
chocolate,2515,,,,,
fast,2507,,,,,
bread,2506,,,,,
lunch,2501,,,,,
button,2486,,,,,
must,2480,,,,,
actual,2471,,,,,
song,2463,,,,,
idea,2444,,,,,
number,2432,,,,,
care,2420,,,,,
nine,2418,,,,,
pea,2417,,,,,
e,2414,,,,,
key,2410,,,,,
tomorrow,2387,,,,,
ahead,2385,,,,,
feed,2385,,,,,
both,2377,,,,,
brush,2368,,,,,
favorite,2358,,,,,
sarah,2354,,,,,
n,2351,,,,,
second,2350,,,,,
year,2350,,,,,
mess,2334,,,,,
everybody,2330,,,,,
yourself,2318,,,,,
puppy,2306,,,,,
tea,2305,,,,,
sun,2304,,,,,
wonder,2303,,,,,
drop,2294,,,,,
wrong,2294,,,,,
careful,2291,,,,,
ring,2290,,,,,
airplane,2278,,,,,
wet,2274,,,,,
sock,2271,,,,,
boo,2256,,,,,
set,2254,,,,,
change,2251,,,,,
brother,2250,,,,,
purple,2245,,,,,
cause,2244,,,,,
naima,2242,,,,,
rain,2234,,,,,
lose,2233,,,,,
anymore,2224,,,,,
shall,2218,,,,,
puzzle,2203,,,,,
window,2198,,,,,
clothes,2195,,,,,
until,2191,,,,,
rabbit,2189,,,,,
bubble,2176,,,,,
breakfast,2175,,,,,
sister,2174,,,,,
behind,2169,,,,,
bang,2168,,,,,
adam,2168,,,,,
brown,2166,,,,,
snow,2160,,,,,
tickle,2153,,,,,
bowl,2152,,,,,
week,2145,,,,,
glass,2138,,,,,
may,2128,,,,,
banana,2124,,,,,
slide,2111,,,,,
kitchen,2105,,,,,
butter,2104,,,,,
bath,2100,,,,,
doctor,2099,,,,,
party,2095,,,,,
lion,2094,,,,,
circle,2092,,,,,
arm,2079,,,,,
yesterday,2076,,,,,
climb,2071,,,,,
ow,2059,,,,,
cool,2052,,,,,
boom,2048,,,,,
farm,2040,,,,,
count,2035,,,,,
high,2030,,,,,
quack,2028,,,,,
b,2020,,,,,
marky,2009,,,,,
crayon,1998,,,,,
bump,1987,,,,,
diaper,1982,,,,,
fine,1970,,,,,
grow,1958,,,,,
william,1954,,,,,
hang,1944,,,,,
star,1928,,,,,
own,1926,,,,,
also,1925,,,,,
tail,1920,,,,,
o,1915,,,,,
tv,1903,,,,,
round,1900,,,,,
moo,1890,,,,,
its,1890,,,,,
zoo,1887,,,,,
beep,1886,,,,,
bee,1883,,,,,
front,1851,,,,,
toe,1840,,,,,
woof,1839,,,,,
present,1836,,,,,
snake,1836,,,,,
carry,1831,,,,,
cute,1826,,,,,
every,1816,,,,,
bet,1810,,,,,
pie,1800,,,,,
sheep,1800,,,,,
choo,1799,,,,,
bug,1789,,,,,
leaf,1786,,,,,
twenty,1771,,,,,
either,1769,,,,,
carl,1753,,,,,
street,1750,,,,,
c,1750,,,,,
ease,1748,,,,,
pencil,1746,,,,,
blanket,1744,,,,,
rest,1731,,,,,
wake,1728,,,,,
ahhah,1728,,,,,
excuse,1717,,,,,
yuck,1715,,,,,
movie,1710,,,,,
matter,1704,,,,,
once,1698,,,,,
step,1697,,,,,
tie,1690,,,,,
clock,1680,,,,,
spell,1672,,,,,
telephone,1667,,,,,
dry,1665,,,,,
interest,1661,,,,,
someone,1650,,,,,
beautiful,1650,,,,,
momma,1648,,,,,
sandwich,1640,,,,,
hug,1616,,,,,
michael,1614,,,,,
tiger,1610,,,,,
hop,1597,,,,,
soup,1585,,,,,
strawberry,1582,,,,,
swing,1576,,,,,
chew,1574,,,,,
cracker,1568,,,,,
pour,1553,,,,,
turtle,1552,,,,,
candy,1550,,,,,
usual,1548,,,,,
monster,1548,,,,,
learn,1547,,,,,
christmas,1546,,,,,
pen,1540,,,,,
park,1540,,,,,
spaghetti,1539,,,,,
soon,1537,,,,,
tiny,1534,,,,,
potato,1533,,,,,
alex,1532,,,,,
meat,1532,,,,,
seem,1528,,,,,
check,1520,,,,,
d,1517,,,,,
meow,1516,,,,,
wipe,1514,,,,,
nomi,1508,,,,,
sick,1504,,,,,
warm,1502,,,,,
boot,1501,,,,,
few,1498,,,,,
lots_of,1495,,,,,
dear,1494,,,,,
sugar,1493,,,,,
god,1492,,,,,
spill,1492,,,,,
bean,1490,,,,,
wall,1482,,,,,
card,1478,,,,,
pocket,1477,,,,,
far,1474,,,,,
fat,1471,,,,,
tonight,1467,,,,,
full,1456,,,,,
bottom,1452,,,,,
bro,1449,,,,,
hope,1445,,,,,
bike,1435,,,,,
firstname,1435,,,,,
point,1433,,,,,
cover,1427,,,,,
fight,1427,,,,,
special,1423,,,,,
seat,1422,,,,,
quiet,1422,,,,,
nap,1421,,,,,
abe,1419,,,,,
cereal,1415,,,,,
nurse,1414,,,,,
toast,1408,,,,,
half,1407,,,,,
owl,1403,,,,,
lay,1401,,,,,
teddy,1392,,,,,
t,1389,,,,,
line,1388,,,,,
quick,1384,,,,,
dump,1379,,,,,
carrot,1379,,,,,
upstairs,1375,,,,,
kick,1371,,,,,
a_lot_of,1369,,,,,
nobody,1367,,,,,
peter,1365,,,,,
smell,1364,,,,,
david,1360,,,,,
soft,1360,,,,,
mix,1349,,,,,
you_know,1348,,,,,
oink,1342,,,,,
spider,1341,,,,,
dollar,1334,,,,,
used,1333,,,,,
lily,1332,,,,,
pee,1331,,,,,
saw,1322,,,,,
wee,1322,,,,,
henry,1317,,,,,
s,1305,,,,,
zebra,1286,,,,,
couple,1283,,,,,
coat,1282,,,,,
corn,1281,,,,,
laugh,1281,,,,,
question,1278,,,,,
paul,1276,,,,,
supper,1273,,,,,
myself,1271,,,,,
heavy,1266,,,,,
wood,1264,,,,,
dada,1261,,,,,
shoot,1260,,,,,
most,1258,,,,,
music,1255,,,,,
dark,1253,,,,,
anybody,1251,,,,,
kinda,1248,,,,,
shut,1245,,,,,
neat,1241,,,,,
basket,1233,,,,,
square,1233,,,,,
spot,1231,,,,,
shop,1231,,,,,
win,1230,,,,,
shape,1228,,,,,
sis,1224,,,,,
beach,1223,,,,,
whose,1221,,,,,
thanks,1221,,,,,
fork,1215,,,,,
lie,1214,,,,,
bounce,1207,,,,,
gosh,1206,,,,,
share,1204,,,,,
mummy,1203,,,,,
poor,1202,,,,,
camera,1200,,,,,
mister,1196,,,,,
crash,1192,,,,,
air,1192,,,,,
sweet,1189,,,,,
reach,1181,,,,,
sad,1177,,,,,
eve,1177,,,,,
road,1176,,,,,
tall,1175,,,,,
apart,1175,,,,,
cupcake,1172,,,,,
except,1171,,,,,
sky,1171,,,,,
anyway,1170,,,,,
grass,1164,,,,,
pear,1163,,,,,
loud,1160,,,,,
clap,1159,,,,,
towel,1158,,,,,
all_gone,1158,,,,,
screw,1157,,,,,
pillow,1147,,,,,
such,1146,,,,,
mad,1141,,,,,
stair,1140,,,,,
sunday,1137,,,,,
welcome,1136,,,,,
dish,1136,,,,,
father,1134,,,,,
matthew,1128,,,,,
r,1128,,,,,
la,1128,,,,,
string,1127,,,,,
visit,1126,,,,,
look_it,1125,,,,,
understand,1125,,,,,
sort,1124,,,,,
papa,1120,,,,,
grape,1119,,,,,
pants,1118,,,,,
tractor,1115,,,,,
wind,1115,,,,,
track,1112,,,,,
clown,1111,,,,,
tum,1110,,,,,
nina,1109,,,,,
interesting,1104,,,,,
meet,1104,,,,,
engine,1101,,,,,
oo,1100,,,,,
thirty,1097,,,,,
pooh,1093,,,,,
each,1091,,,,,
hammer,1090,,,,,
alone,1090,,,,,
woo,1087,,,,,
roman,1081,,,,,
ha,1073,,,,,
surprise,1072,,,,,
kill,1070,,,,,
space,1068,,,,,
die,1067,,,,,
m,1064,,,,,
big_bird,1064,,,,,
ethan,1062,,,,,
knife,1059,,,,,
race,1054,,,,,
building,1052,,,,,
kangaroo,1048,,,,,
comb,1045,,,,,
yogurt,1045,,,,,
nathaniel,1044,,,,,
peanut,1043,,,,,
pumpkin,1041,,,,,
strong,1040,,,,,
somewhere,1038,,,,,
pant,1036,,,,,
without,1030,,,,,
bone,1028,,,,,
trick,1025,,,,,
giraffe,1018,,,,,
tower,1018,,,,,
late,1016,,,,,
along,1014,,,,,
land,1012,,,,,
wish,1012,,,,,
match,1010,,,,,
believe,1010,,,,,
slice,1007,,,,,
instead,1006,,,,,
plant,1004,,,,,
mr,998,,,,,
oop,991,,,,,
grab,990,,,,,
mind,988,,,,,
himself,988,,,,,
garbage,986,,,,,
cone,985,,,,,
rice,985,,,,,
upside,983,,,,,
life,982,,,,,
hurry,979,,,,,
neck,975,,,,,
downstairs,975,,,,,
eric,974,,,,,
sand,974,,,,,
fraser,973,,,,,
whee,966,,,,,
whatever,965,,,,,
ouch,958,,,,,
dragon,955,,,,,
save,953,,,,,
belong,951,,,,,
delicious,950,,,,,
class,949,,,,,
turkey,949,,,,,
press,945,,,,,
recognize,945,,,,,
waffle,944,,,,,
penny,943,,,,,
wave,942,,,,,
snack,940,,,,,
quite,939,,,,,
pay,938,,,,,
napkin,937,,,,,
p,937,,,,,
mirror,934,,,,,
follow,931,,,,,
mail,926,,,,,
dead,925,,,,,
gum,925,,,,,
busy,923,,,,,
raisin,922,,,,,
bell,922,,,,,
barn,921,,,,,
magnet,919,,,,,
world,918,,,,,
grandma,917,,,,,
gun,916,,,,,
poop,916,,,,,
thomas,915,,,,,
able,914,,,,,
bridge,913,,,,,
lap,911,,,,,
jack,911,,,,,
broke,908,,,,,
dream,905,,,,,
middle,903,,,,,
slow,902,,,,,
summer,901,,,,,
fox,900,,,,,
knee,899,,,,,
since,898,,,,,
battery,896,,,,,
oh_my_goodness,895,,,,,
pool,894,,,,,
TRUE,888,,,,,
donkey,888,,,,,
triangle,888,,,,,
scratch,887,,,,,
doo,887,,,,,
bake,886,,,,,
snap,884,,,,,
beat,884,,,,,
uncle,881,,,,,
goodbye,880,,,,,
smile,880,,,,,
hee,880,,,,,
machine,879,,,,,
microphone,878,,,,,
fruit,875,,,,,
early,872,,,,,
mrs,871,,,,,
chase,868,,,,,
chick,867,,,,,
g,867,,,,,
puppet,867,,,,,
ding,866,,,,,
corner,863,,,,,
h,861,,,,,
pickle,859,,,,,
ground,858,,,,,
heart,857,,,,,
body,857,,,,,
pancake,856,,,,,
chip,856,,,,,
l,855,,,,,
nana,853,,,,,
woman,852,,,,,
refrigerator,852,,,,,
king,851,,,,,
figure,850,,,,,
gentle,848,,,,,
twelve,847,,,,,
problem,846,,,,,
lock,846,,,,,
bat,844,,,,,
ernie,843,,,,,
short,842,,,,,
lamb,841,,,,,
chop,841,,,,,
trouble,840,,,,,
belly,839,,,,,
voice,837,,,,,
un,836,,,,,
garage,835,,,,,
trunk,835,,,,,
shh,833,,,,,
maggie,832,,,,,
everyone,832,,,,,
poo,830,,,,,
hate,829,,,,,
trip,828,,,,,
plane,828,,,,,
hamburger,828,,,,,
friday,828,,,,,
jacket,827,,,,,
cherry,825,,,,,
send,825,,,,,
medicine,825,,,,,
hospital,822,,,,,
couch,821,,,,,
uhhum,818,,,,,
umbrella,818,,,,,
saturday,817,,,,,
hundred,817,,,,,
picnic,816,,,,,
salt,815,,,,,
ago,813,,,,,
family,813,,,,,
bobby,813,,,,,
tongue,810,,,,,
eleven,807,,,,,
yeh,805,,,,,
zip,803,,,,,
tool,803,,,,,
pat,801,,,,,
motorcycle,795,,,,,
hill,793,,,,,
kitten,791,,,,,
worry,790,,,,,
near,789,,,,,
graeme,788,,,,,
course,787,,,,,
brooklyn,787,,,,,
elmo,786,,,,,
empty,778,,,,,
rocket,778,,,,,
sticky,776,,,,,
bunch,775,,,,,
straight,772,,,,,
goose,772,,,,,
santa,771,,,,,
max,770,,,,,
baa,769,,,,,
pet,766,,,,,
tunnel,765,,,,,
ribbit,765,,,,,
month,765,,,,,
joseph,764,,,,,
soap,764,,,,,
stove,763,,,,,
mickey,762,,,,,
sew,761,,,,,
seed,761,,,,,
smart,760,,,,,
f,760,,,,,
answer,760,,,,,
tear,758,,,,,
sue,757,,,,,
joanna,756,,,,,
tomato,755,,,,,
cocoon,752,,,,,
o'clock,751,,,,,
john,749,,,,,
buzz,748,,,,,
thirst,741,,,,,
whoop,740,,,,,
shem,740,,,,,
stir,739,,,,,
across,738,,,,,
magic,737,,,,,
dig,733,,,,,
jenny,732,,,,,
sea,732,,,,,
jwww,729,,,,,
shark,727,,,,,
salad,726,,,,,
burn,725,,,,,
pass,724,,,,,
buddy,724,,,,,
goat,723,,,,,
hour,722,,,,,
craze,722,,,,,
crawl,720,,,,,
rip,719,,,,,
pa,717,,,,,
eh,716,,,,,
vroom,715,,,,,
asleep,715,,,,,
k,711,,,,,
squirrel,711,,,,,
pack,711,,,,,
splash,710,,,,,
hook,709,,,,,
w,708,,,,,
joey,704,,,,,
afraid,703,,,,,
tight,703,,,,,
hum,702,,,,,
lollipop,700,,,,,
fill,700,,,,,
pepper,699,,,,,
trash,699,,,,,
aunt,697,,,,,
good_night,697,,,,,
nah,694,,,,,
past,694,,,,,
chimney,693,,,,,
monday,691,,,,,
y,691,,,,,
sink,690,,,,,
da,689,,,,,
ladder,686,,,,,
worm,686,,,,,
sweater,685,,,,,
plastic,684,,,,,
speak,682,,,,,
drum,681,,,,,
garden,680,,,,,
exact,680,,,,,
glue,679,,,,,
aw,678,,,,,
sally,677,,,,,
pan,676,,,,,
freeze,675,,,,,
lift,674,,,,,
oatmeal,672,,,,,
squeak,671,,,,,
horn,669,,,,,
notice,668,,,,,
plum,668,,,,,
excite,668,,,,,
ursula,666,,,,,
cromer,665,,,,,
fence,664,,,,,
grover,662,,,,,
u,662,,,,,
peek,661,,,,,
lick,657,,,,,
hunhunh,656,,,,,
wrap,653,,,,,
mud,653,,,,,
bless,652,,,,,
wiggle,652,,,,,
ho,651,,,,,
gas,646,,,,,
size,644,,,,,
circus,644,,,,,
zoom,643,,,,,
jelly,642,,,,,
glad,642,,,,,
clip,642,,,,,
onto,640,,,,,
everywhere,640,,,,,
giant,639,,,,,
ssh,638,,,,,
alligator,637,,,,,
least,637,,,,,
baseball,634,,,,,
crack,633,,,,,
skin,632,,,,,
witch,632,,,,,
whats,630,,,,,
rooster,629,,,,,
sign,627,,,,,
thursday,626,,,,,
toot,626,,,,,
pajamas,624,,,,,
bark,623,,,,,
spin,623,,,,,
left,622,,,,,
roar,622,,,,,
rug,621,,,,,
vegetable,620,,,,,
fifty,620,,,,,
violet,618,,,,,
muffin,618,,,,,
begin,617,,,,,
num,615,,,,,
angry,614,,,,,
bob,613,,,,,
camp,611,,,,,
robin,611,,,,,
definite,605,,,,,
yell,604,,,,,
bucket,603,,,,,
oven,603,,,,,
cloud,602,,,,,
drawer,602,,,,,
board,601,,,,,
wednesday,600,,,,,
scissors,600,,,,,
whale,599,,,,,
squeeze,598,,,,,
sauce,598,,,,,
pony,598,,,,,
ant,597,,,,,
row,597,,,,,
purse,596,,,,,
dessert,595,,,,,
found,595,,,,,
tony,594,,,,,
town,593,,,,,
nail,592,,,,,
between,592,,,,,
tweet,592,,,,,
sticker,590,,,,,
pin,590,,,,,
lego,589,,,,,
wing,588,,,,,
luck,586,,,,,
melissa,586,,,,,
cousin,584,,,,,
closet,584,,,,,
church,584,,,,,
cross,584,,,,,
library,583,,,,,
police,582,,,,,
mot,580,,,,,
crab,578,,,,,
bother,577,,,,,
smoke,576,,,,,
seal,576,,,,,
bead,574,,,,,
helmet,573,,,,,
mary,572,,,,,
stomach,572,,,,,
sausage,570,,,,,
decide,570,,,,,
bert,570,,,,,
stone,567,,,,,
x,564,,,,,
fold,563,,,,,
roof,560,,,,,
karen,559,,,,,
lisa,558,,,,,
backwards,557,,,,,
flat,555,,,,,
scream,553,,,,,
j,553,,,,,
tuesday,552,,,,,
morgan,552,,,,,
squish,552,,,,,
reason,551,,,,,
drawing,551,,,,,
princess,551,,,,,
wagon,550,,,,,
nut,548,,,,,
tissue,548,,,,,
dirty,548,,,,,
penguin,545,,,,,
rope,545,,,,,
shovel,544,,,,,
forty,542,,,,,
pile,542,,,,,
debbie,541,,,,,
fuzz,541,,,,,
sir,540,,,,,
wire,537,,,,,
pipe,537,,,,,
joe,536,,,,,
i_mean,535,,,,,
peach,534,,,,,
none,533,,,,,
ocean,529,,,,,
mountain,528,,,,,
type,527,,,,,
awful,525,,,,,
shower,524,,,,,
june,524,,,,,
french,522,,,,,
city,522,,,,,
wolf,520,,,,,
cough,520,,,,,
band,519,,,,,
v,519,,,,,
young,515,,,,,
spit,514,,,,,
blueberry,514,,,,,
punch,512,,,,,
spank,512,,,,,
awoh,511,,,,,
soda,511,,,,,
noodle,510,,,,,
bow,510,,,,,
safe,509,,,,,
super,509,,,,,
slipper,507,,,,,
bib,505,,,,,
underneath,505,,,,,
squirt,505,,,,,
halloween,504,,,,,
ruff,504,,,,,
a_lot,503,,,,,
amanda,503,,,,,
rubber,502,,,,,
dough,502,,,,,
dillon,502,,,,,
dust,502,,,,,
marble,498,,,,,
goodness,498,,,,,
belt,497,,,,,
hippo,496,,,,,
sharp,493,,,,,
joke,492,,,,,
shine,491,,,,,
lobster,491,,,,,
mkay,491,,,,,
being,491,,,,,
suit,491,,,,,
shot,490,,,,,
sleepy,490,,,,,
cinderella,489,,,,,
macaroni,489,,,,,
anywhere,485,,,,,
manuela,485,,,,,
chris,484,,,,,
ben,483,,,,,
candle,482,,,,,
fry,482,,,,,
shell,481,,,,,
test,481,,,,,
stack,480,,,,,
kim,480,,,,,
steal,480,,,,,
bend,478,,,,,
oil,478,,,,,
fifteen,477,,,,,
office,476,,,,,
wide,476,,,,,
cent,475,,,,,
james,474,,,,,
charlie,474,,,,,
mash,473,,,,,
baba,472,,,,,
tray,472,,,,,
patsy,470,,,,,
erase,470,,,,,
grocery,470,,,,,
george,467,,,,,
stink,465,,,,,
seesaw,465,,,,,
catherine,463,,,,,
daisy,463,,,,,
son,462,,,,,
accident,462,,,,,
ummhm,461,,,,,
mike,460,,,,,
quarter,460,,,,,
ship,459,,,,,
pair,459,,,,,
anyone,458,,,,,
radio,458,,,,,
fair,457,,,,,
tip,455,,,,,
glove,454,,,,,
till,453,,,,,
katie,453,,,,,
certain,453,,,,,
hah,453,,,,,
stupid,452,,,,,
station,448,,,,,
swww,448,,,,,
measure,447,,,,,
mandy,447,,,,,
thumb,447,,,,,
parent,446,,,,,
so_that,446,,,,,
timmy,446,,,,,
born,445,,,,,
dot,444,,,,,
slip,444,,,,,
